t # guarino2016value
v 1 quality
v 2 quality
v 3 relator
v 4 quality
v 5 quality
v 6 relator
v 7 relator
v 8 roleMixin
v 9 category
v 10 relator
v 11 mixin
v 12 quality
v 13 quality
v 14 role
v 15 role
v 16 category
v 17 category
v 18 quality
v 19 Generalization
v 20 Generalization
v 21 characterization
v 22 mediation
v 23 mediation
v 24 relation
v 25 relation
v 26 characterization
v 27 characterization
v 28 mediation
v 29 mediation
v 30 mediation
v 31 characterization
v 32 characterization
v 33 relation
v 34 relation
v 35 relation
v 36 characterization
v 37 mediation
v 38 mediation
v 39 relation
v 40 relation
v 41 relation
v 42 relation
v 43 relation
v 44 relation
v 45 characterization
v 46 formal
v 47 formal
v 48 formal
v 49 formal
v 50 formal
v 51 characterization
v 52 mediation
v 53 formal
v 54 formal
v 55 formal
v 56 formal
v 57 relation
e 145 16 source
e 145 41 target
e 146 23 source
e 146 42 target
e 147 21 source
e 147 43 target
e 148 46 source
e 148 44 target
e 149 21 source
e 149 8 target
e 150 8 source
e 150 45 target
e 151 8 source
e 151 46 target
e 152 45 source
e 152 47 target
e 153 46 source
e 153 47 target
e 154 47 source
e 154 48 target
e 155 9 source
e 155 45 target
e 156 27 source
e 156 49 target
e 157 56 source
e 157 55 target
e 158 56 source
e 158 57 target
e 159 57 source
e 159 28 target
e 160 36 source
e 160 55 target
e 161 66 source
e 161 31 target
e 162 35 source
e 162 67 target
e 163 29 source
e 163 68 target
e 164 68 source
e 164 30 target
e 165 31 source
e 165 67 target
e 166 67 source
e 166 37 target
e 167 32 source
e 167 69 target
e 168 69 source
e 168 70 target
e 169 70 source
e 169 71 target
e 170 71 source
e 170 72 target
e 171 74 source
e 171 75 target
e 172 75 source
e 172 30 target
e 173 75 source
e 173 8 target
e 174 57 source
e 174 58 target
e 175 58 source
e 175 28 target
e 176 8 source
e 176 19 target
e 177 76 source
e 177 46 target
e 178 28 source
e 178 60 target
e 179 55 source
e 179 59 target
e 180 59 source
e 180 60 target
e 181 15 source
e 181 35 target
e 182 73 source
e 182 74 target
e 183 75 source
e 183 46 target
t # amaral2022ethical-requirements
v 1 category
v 2 category
v 3 type
v 4 mode
v 5 category
v 6 category
v 7 category
v 8 category
v 9 category
v 10 category
v 11 category
v 12 category
v 13 category
v 14 category
v 15 category
v 16 category
v 17 category
v 18 category
v 19 mode
v 20 category
v 21 event
v 22 event
v 23 role
v 24 role
v 25 Generalization
v 26 Generalization
v 27 Generalization
v 28 Generalization
v 29 Generalization
v 30 Generalization
v 31 Generalization
v 32 Generalization
v 33 Generalization
v 34 Generalization
v 35 Generalization
v 36 Generalization
v 37 Generalization
v 38 Generalization
v 39 relation
v 40 relation
v 41 relation
v 42 relation
v 43 relation
v 44 relation
v 45 relation
v 46 relation
v 47 relation
v 48 characterization
v 49 relation
v 50 relation
v 51 relation
v 52 relation
v 53 relation
v 54 externalDependence
v 55 externalDependence
e 25 1 general
e 25 2 specific
e 26 7 general
e 26 1 specific
e 27 2 general
e 27 8 specific
e 28 2 general
e 28 9 specific
e 29 2 general
e 29 10 specific
e 30 2 general
e 30 11 specific
e 31 2 general
e 31 12 specific
e 32 2 general
e 32 13 specific
e 33 14 general
e 33 15 specific
e 34 16 general
e 34 14 specific
e 35 15 general
e 35 17 specific
e 36 15 general
e 36 18 specific
e 37 19 general
e 37 23 specific
e 38 19 general
e 38 24 specific
e 39 2 source
e 39 3 target
e 40 3 source
e 40 4 target
e 41 5 source
e 41 6 target
e 42 4 source
e 42 5 target
e 43 8 source
e 43 12 target
e 44 10 source
e 44 12 target
e 45 11 source
e 45 12 target
e 46 9 source
e 46 12 target
e 47 13 source
e 47 12 target
e 48 19 source
e 48 20 target
e 49 19 source
e 49 16 target
e 50 23 source
e 50 17 target
e 51 24 source
e 51 18 target
e 52 21 source
e 52 19 target
e 53 22 source
e 53 19 target
e 54 23 source
e 54 21 target
e 55 24 source
e 55 22 target
t # gomes2022digital-technology
v 1 category
v 2 category
v 3 category
v 4 collective
v 5 collective
v 6 category
v 7 category
v 8 collective
v 9 category
v 10 relator
v 11 category
v 12 category
v 13 category
v 14 category
v 15 category
v 16 category
v 17 category
v 18 category
v 19 category
v 20 Generalization
v 21 Generalization
v 22 Generalization
v 23 Generalization
v 24 Generalization
v 25 Generalization
v 26 Generalization
v 27 Generalization
v 28 Generalization
v 29 Generalization
v 30 Generalization
v 31 Generalization
v 32 Generalization
v 33 relation
v 34 relation
v 35 relation
v 36 relation
v 37 relation
v 38 relation
v 39 relation
v 40 characterization
v 41 relation
v 42 mediation
v 43 relation
v 44 relation
v 45 mediation
v 46 relation
v 47 participation
v 48 participation
v 49 characterization
v 50 relation
e 20 3 general
e 20 17 specific
e 21 3 general
e 21 19 specific
e 22 3 general
e 22 18 specific
e 23 3 general
e 23 2 specific
e 24 3 general
e 24 1 specific
e 25 1 general
e 25 19 specific
e 26 3 general
e 26 12 specific
e 27 19 general
e 27 16 specific
e 28 16 general
e 28 15 specific
e 29 15 general
e 29 14 specific
e 30 15 general
e 30 13 specific
e 31 5 general
e 31 4 specific
e 32 6 general
e 32 11 specific
e 33 3 source
e 33 12 target
e 34 18 source
e 34 19 target
e 35 17 source
e 35 18 target
e 36 17 source
e 36 19 target
e 37 19 target
e 38 18 source
e 38 2 target
e 39 12 target
e 40 11 source
e 40 15 target
e 41 11 target
e 42 10 source
e 42 9 target
e 43 10 target
e 44 12 source
e 44 7 target
e 45 10 source
e 45 7 target
e 46 10 source
e 46 3 target
e 47 6 source
e 47 5 target
e 48 11 source
e 48 4 target
e 49 12 source
e 49 6 target
e 50 10 source
e 50 5 target
t # barcelos2015transport-networks
v 1 category
v 2 kind
v 3 category
v 4 roleMixin
v 5 role
v 6 role
v 7 role
v 8 role
v 9 role
v 10 role
v 11 role
v 12 subkind
v 13 role
v 14 role
v 15 role
v 16 role
v 17 subkind
v 18 role
v 19 subkind
v 20 role
v 21 role
v 22 role
v 23 relator
v 24 relator
v 25 relator
v 26 relator
v 27 relator
v 28 relator
v 29 relator
v 30 relator
v 31 roleMixin
v 32 role
v 33 role
v 34 role
v 35 role
v 36 role
v 37 role
v 38 role
v 39 relator
v 40 category
v 41 kind
v 42 subkind
v 43 kind
v 44 kind
v 45 kind
v 46 subkind
v 47 subkind
v 48 subkind
v 49 kind
v 50 kind
v 51 kind
v 52 subkind
v 53 subkind
v 54 subkind
v 55 subkind
v 56 role
v 57 role
v 58 role
v 59 role
v 60 role
v 61 role
v 62 role
v 63 role
v 64 role
v 65 kind
v 66 subkind
v 67 subkind
v 68 kind
v 69 subkind
v 70 subkind
v 71 kind
v 72 kind
v 73 kind
v 74 kind
v 75 kind
v 76 kind
v 77 role
v 78 role
v 79 role
v 80 role
v 81 role
v 82 role
v 83 subkind
v 84 subkind
v 85 subkind
v 86 subkind
v 87 kind
v 88 subkind
v 89 kind
v 90 kind
v 91 kind
v 92 subkind
v 93 subkind
v 94 subkind
v 95 kind
v 96 kind
v 97 kind
v 98 subkind
v 99 role
v 100 role
v 101 role
v 102 role
v 103 role
v 104 role
v 105 role
v 106 role
v 107 role
v 108 role
v 109 role
v 110 role
v 111 role
v 112 role
v 113 role
v 114 role
v 115 role
v 116 role
v 117 role
v 118 role
v 119 role
v 120 role
v 121 role
v 122 role
v 123 role
v 124 role
v 125 role
v 126 role
v 127 role
v 128 role
v 129 role
v 130 kind
v 131 role
v 132 kind
v 133 kind
v 134 role
v 135 role
v 136 role
v 137 role
v 138 role
v 139 role
v 140 kind
v 141 subkind
v 142 role
v 143 category
v 144 kind
v 145 kind
v 146 subkind
v 147 role
v 148 role
v 149 role
v 150 role
v 151 role
v 152 kind
v 153 role
v 154 role
v 155 role
v 156 role
v 157 role
v 158 role
v 159 role
v 160 collective
v 161 category
v 162 role
v 163 kind
v 164 kind
v 165 kind
v 166 role
v 167 role
v 168 role
v 169 roleMixin
v 170 role
v 171 role
v 172 role
v 173 kind
v 174 role
v 175 role
v 176 subkind
v 177 role
v 178 role
v 179 roleMixin
v 180 subkind
v 181 role
v 182 subkind
v 183 role
v 184 role
v 185 role
v 186 role
v 187 subkind
v 188 category
v 189 roleMixin
v 190 category
v 191 roleMixin
v 192 role
v 193 role
v 194 category
v 195 kind
v 196 kind
v 197 role
v 198 relator
v 199 kind
v 200 role
v 201 relator
v 202 role
v 203 role
v 204 role
v 205 role
v 206 kind
v 207 category
v 208 kind
v 209 kind
v 210 kind
v 211 category
v 212 kind
v 213 category
v 214 role
v 215 role
v 216 role
v 217 role
v 218 role
v 219 role
v 220 role
v 221 role
v 222 kind
v 223 role
v 224 relator
v 225 category
v 226 kind
v 227 role
v 228 relator
v 229 kind
v 230 role
v 231 relator
v 232 kind
v 233 role
v 234 relator
v 235 category
v 236 kind
v 237 role
v 238 relator
v 239 kind
v 240 role
v 241 relator
v 242 category
v 243 kind
v 244 role
v 245 relator
v 246 kind
v 247 role
v 248 relator
v 249 kind
v 250 role
v 251 relator
v 252 category
v 253 kind
v 254 role
v 255 relator
v 256 role
v 257 role
v 258 role
v 259 role
v 260 role
v 261 role
v 262 role
v 263 role
v 264 role
v 265 role
v 266 role
v 267 role
v 268 role
v 269 role
v 270 role
v 271 role
v 272 role
v 273 role
v 274 category
v 275 relator
v 276 kind
v 277 kind
v 278 kind
v 279 kind
v 280 category
v 281 role
v 282 category
v 283 role
v 284 role
v 285 role
v 286 category
v 287 role
v 288 role
v 289 category
v 290 kind
v 291 role
v 292 relator
v 293 kind
v 294 role
v 295 relator
v 296 kind
v 297 role
v 298 relator
v 299 relator
v 300 kind
v 301 role
v 302 kind
v 303 role
v 304 relator
v 305 kind
v 306 role
v 307 relator
v 308 role
v 309 kind
v 310 category
v 311 role
v 312 role
v 313 role
v 314 role
v 315 role
v 316 role
v 317 role
v 318 role
v 319 category
v 320 role
v 321 role
v 322 role
v 323 role
v 324 role
v 325 role
v 326 role
v 327 role
v 328 role
v 329 role
v 330 role
v 331 role
v 332 subkind
v 333 subkind
v 334 subkind
v 335 subkind
v 336 kind
v 337 subkind
v 338 role
v 339 relator
v 340 relator
v 341 subkind
v 342 role
v 343 subkind
v 344 role
v 345 relator
v 346 relator
v 347 subkind
v 348 role
v 349 subkind
v 350 role
v 351 roleMixin
v 352 role
v 353 role
v 354 subkind
v 355 subkind
v 356 subkind
v 357 roleMixin
v 358 kind
v 359 subkind
v 360 role
v 361 relator
v 362 subkind
v 363 role
v 364 relator
v 365 category
v 366 roleMixin
v 367 roleMixin
v 368 category
v 369 roleMixin
v 370 roleMixin
v 371 subkind
v 372 role
v 373 role
v 374 role
v 375 role
v 376 role
v 377 role
v 378 role
v 379 role
v 380 role
v 381 subkind
v 382 subkind
v 383 subkind
v 384 relator
v 385 subkind
v 386 role
v 387 kind
v 388 subkind
v 389 role
v 390 relator
v 391 relator
v 392 subkind
v 393 role
v 394 subkind
v 395 role
v 396 roleMixin
v 397 role
v 398 roleMixin
v 399 role
v 400 roleMixin
v 401 subkind
v 402 subkind
v 403 subkind
v 404 kind
v 405 relator
v 406 relator
v 407 subkind
v 408 subkind
v 409 role
v 410 subkind
v 411 role
v 412 relator
v 413 kind
v 414 role
v 415 role
v 416 role
v 417 subkind
v 418 subkind
v 419 role
v 420 relator
v 421 roleMixin
v 422 roleMixin
v 423 roleMixin
v 424 relator
v 425 category
v 426 category
v 427 category
v 428 kind
v 429 phase
v 430 subkind
v 431 role
v 432 roleMixin
v 433 category
v 434 subkind
v 435 phase
v 436 category
v 437 kind
v 438 kind
v 439 subkind
v 440 subkind
v 441 kind
v 442 category
v 443 category
v 444 category
v 445 role
v 446 role
v 447 role
v 448 role
v 449 kind
v 450 role
v 451 kind
v 452 role
v 453 role
v 454 roleMixin
v 455 roleMixin
v 456 role
v 457 kind
v 458 role
v 459 role
v 460 role
v 461 kind
v 462 role
v 463 roleMixin
v 464 role
v 465 role
v 466 role
v 467 role
v 468 role
v 469 role
v 470 role
v 471 role
v 472 kind
v 473 roleMixin
v 474 kind
v 475 kind
v 476 roleMixin
v 477 roleMixin
v 478 role
v 479 role
v 480 role
v 481 subkind
v 482 subkind
v 483 subkind
v 484 subkind
v 485 subkind
v 486 subkind
v 487 subkind
v 488 Generalization
v 489 Generalization
v 490 Generalization
v 491 Generalization
v 492 Generalization
v 493 Generalization
v 494 Generalization
v 495 Generalization
v 496 Generalization
v 497 Generalization
v 498 Generalization
v 499 Generalization
v 500 Generalization
v 501 Generalization
v 502 Generalization
v 503 Generalization
v 504 Generalization
v 505 Generalization
v 506 Generalization
v 507 Generalization
v 508 Generalization
v 509 Generalization
v 510 Generalization
v 511 Generalization
v 512 Generalization
v 513 Generalization
v 514 Generalization
v 515 Generalization
v 516 Generalization
v 517 Generalization
v 518 Generalization
v 519 Generalization
v 520 Generalization
v 521 Generalization
v 522 Generalization
v 523 Generalization
v 524 Generalization
v 525 Generalization
v 526 Generalization
v 527 Generalization
v 528 Generalization
v 529 Generalization
v 530 Generalization
v 531 Generalization
v 532 Generalization
v 533 Generalization
v 534 Generalization
v 535 Generalization
v 536 Generalization
v 537 Generalization
v 538 Generalization
v 539 Generalization
v 540 Generalization
v 541 Generalization
v 542 Generalization
v 543 Generalization
v 544 Generalization
v 545 Generalization
v 546 Generalization
v 547 Generalization
v 548 Generalization
v 549 Generalization
v 550 Generalization
v 551 Generalization
v 552 Generalization
v 553 Generalization
v 554 Generalization
v 555 Generalization
v 556 Generalization
v 557 Generalization
v 558 Generalization
v 559 Generalization
v 560 Generalization
v 561 Generalization
v 562 Generalization
v 563 Generalization
v 564 Generalization
v 565 Generalization
v 566 Generalization
v 567 Generalization
v 568 Generalization
v 569 Generalization
v 570 Generalization
v 571 Generalization
v 572 Generalization
v 573 Generalization
v 574 Generalization
v 575 Generalization
v 576 Generalization
v 577 Generalization
v 578 Generalization
v 579 Generalization
v 580 Generalization
v 581 Generalization
v 582 Generalization
v 583 Generalization
v 584 Generalization
v 585 Generalization
v 586 Generalization
v 587 Generalization
v 588 Generalization
v 589 Generalization
v 590 Generalization
v 591 Generalization
v 592 Generalization
v 593 Generalization
v 594 Generalization
v 595 Generalization
v 596 Generalization
v 597 Generalization
v 598 Generalization
v 599 Generalization
v 600 Generalization
v 601 Generalization
v 602 Generalization
v 603 Generalization
v 604 Generalization
v 605 Generalization
v 606 Generalization
v 607 Generalization
v 608 Generalization
v 609 Generalization
v 610 Generalization
v 611 Generalization
v 612 Generalization
v 613 Generalization
v 614 Generalization
v 615 Generalization
v 616 Generalization
v 617 Generalization
v 618 Generalization
v 619 Generalization
v 620 Generalization
v 621 Generalization
v 622 Generalization
v 623 Generalization
v 624 Generalization
v 625 Generalization
v 626 Generalization
v 627 Generalization
v 628 Generalization
v 629 Generalization
v 630 Generalization
v 631 Generalization
v 632 Generalization
v 633 Generalization
v 634 Generalization
v 635 Generalization
v 636 Generalization
v 637 Generalization
v 638 Generalization
v 639 Generalization
v 640 Generalization
v 641 Generalization
v 642 Generalization
v 643 Generalization
v 644 Generalization
v 645 Generalization
v 646 Generalization
v 647 Generalization
v 648 Generalization
v 649 Generalization
v 650 Generalization
v 651 Generalization
v 652 Generalization
v 653 Generalization
v 654 Generalization
v 655 Generalization
v 656 Generalization
v 657 Generalization
v 658 Generalization
v 659 Generalization
v 660 Generalization
v 661 Generalization
v 662 Generalization
v 663 Generalization
v 664 Generalization
v 665 Generalization
v 666 Generalization
v 667 Generalization
v 668 Generalization
v 669 Generalization
v 670 Generalization
v 671 Generalization
v 672 Generalization
v 673 Generalization
v 674 Generalization
v 675 Generalization
v 676 Generalization
v 677 Generalization
v 678 Generalization
v 679 Generalization
v 680 Generalization
v 681 Generalization
v 682 Generalization
v 683 Generalization
v 684 Generalization
v 685 Generalization
v 686 Generalization
v 687 Generalization
v 688 Generalization
v 689 Generalization
v 690 Generalization
v 691 Generalization
v 692 Generalization
v 693 Generalization
v 694 Generalization
v 695 Generalization
v 696 Generalization
v 697 Generalization
v 698 Generalization
v 699 Generalization
v 700 Generalization
v 701 Generalization
v 702 Generalization
v 703 Generalization
v 704 Generalization
v 705 Generalization
v 706 Generalization
v 707 Generalization
v 708 Generalization
v 709 Generalization
v 710 Generalization
v 711 Generalization
v 712 Generalization
v 713 Generalization
v 714 Generalization
v 715 Generalization
v 716 Generalization
v 717 Generalization
v 718 Generalization
v 719 Generalization
v 720 Generalization
v 721 Generalization
v 722 Generalization
v 723 Generalization
v 724 Generalization
v 725 Generalization
v 726 Generalization
v 727 Generalization
v 728 Generalization
v 729 Generalization
v 730 Generalization
v 731 Generalization
v 732 Generalization
v 733 Generalization
v 734 Generalization
v 735 Generalization
v 736 Generalization
v 737 Generalization
v 738 Generalization
v 739 Generalization
v 740 Generalization
v 741 Generalization
v 742 Generalization
v 743 Generalization
v 744 Generalization
v 745 Generalization
v 746 Generalization
v 747 Generalization
v 748 Generalization
v 749 Generalization
v 750 Generalization
v 751 Generalization
v 752 Generalization
v 753 Generalization
v 754 Generalization
v 755 Generalization
v 756 Generalization
v 757 Generalization
v 758 Generalization
v 759 Generalization
v 760 Generalization
v 761 Generalization
v 762 Generalization
v 763 Generalization
v 764 Generalization
v 765 Generalization
v 766 Generalization
v 767 Generalization
v 768 Generalization
v 769 Generalization
v 770 Generalization
v 771 Generalization
v 772 Generalization
v 773 Generalization
v 774 Generalization
v 775 Generalization
v 776 Generalization
v 777 Generalization
v 778 Generalization
v 779 Generalization
v 780 Generalization
v 781 Generalization
v 782 Generalization
v 783 Generalization
v 784 Generalization
v 785 Generalization
v 786 Generalization
v 787 Generalization
v 788 Generalization
v 789 Generalization
v 790 Generalization
v 791 Generalization
v 792 Generalization
v 793 Generalization
v 794 Generalization
v 795 Generalization
v 796 Generalization
v 797 Generalization
v 798 Generalization
v 799 Generalization
v 800 Generalization
v 801 Generalization
v 802 Generalization
v 803 Generalization
v 804 Generalization
v 805 Generalization
v 806 Generalization
v 807 Generalization
v 808 Generalization
v 809 Generalization
v 810 Generalization
v 811 Generalization
v 812 Generalization
v 813 Generalization
v 814 Generalization
v 815 Generalization
v 816 Generalization
v 817 Generalization
v 818 Generalization
v 819 Generalization
v 820 Generalization
v 821 Generalization
v 822 Generalization
v 823 Generalization
v 824 Generalization
v 825 Generalization
v 826 Generalization
v 827 Generalization
v 828 Generalization
v 829 Generalization
v 830 Generalization
v 831 Generalization
v 832 Generalization
v 833 Generalization
v 834 Generalization
v 835 Generalization
v 836 Generalization
v 837 Generalization
v 838 Generalization
v 839 Generalization
v 840 Generalization
v 841 Generalization
v 842 Generalization
v 843 Generalization
v 844 Generalization
v 845 Generalization
v 846 Generalization
v 847 Generalization
v 848 Generalization
v 849 Generalization
v 850 Generalization
v 851 Generalization
v 852 Generalization
v 853 Generalization
v 854 Generalization
v 855 Generalization
v 856 Generalization
v 857 Generalization
v 858 Generalization
v 859 Generalization
v 860 Generalization
v 861 Generalization
v 862 Generalization
v 863 Generalization
v 864 Generalization
v 865 Generalization
v 866 Generalization
v 867 Generalization
v 868 Generalization
v 869 Generalization
v 870 Generalization
v 871 Generalization
v 872 Generalization
v 873 Generalization
v 874 Generalization
v 875 Generalization
v 876 Generalization
v 877 Generalization
v 878 Generalization
v 879 Generalization
v 880 Generalization
v 881 Generalization
v 882 Generalization
v 883 Generalization
v 884 Generalization
v 885 Generalization
v 886 Generalization
v 887 Generalization
v 888 Generalization
v 889 Generalization
v 890 Generalization
v 891 Generalization
v 892 Generalization
v 893 Generalization
v 894 Generalization
v 895 Generalization
v 896 Generalization
v 897 Generalization
v 898 Generalization
v 899 Generalization
v 900 Generalization
v 901 Generalization
v 902 Generalization
v 903 Generalization
v 904 Generalization
v 905 Generalization
v 906 Generalization
v 907 Generalization
v 908 Generalization
v 909 Generalization
v 910 Generalization
v 911 Generalization
v 912 Generalization
v 913 Generalization
v 914 Generalization
v 915 Generalization
v 916 Generalization
v 917 Generalization
v 918 Generalization
v 919 Generalization
v 920 Generalization
v 921 Generalization
v 922 Generalization
v 923 Generalization
v 924 Generalization
v 925 Generalization
v 926 Generalization
v 927 Generalization
v 928 Generalization
v 929 Generalization
v 930 Generalization
v 931 Generalization
v 932 Generalization
v 933 Generalization
v 934 Generalization
v 935 Generalization
v 936 Generalization
v 937 Generalization
v 938 Generalization
v 939 Generalization
v 940 Generalization
v 941 Generalization
v 942 Generalization
v 943 Generalization
v 944 Generalization
v 945 Generalization
v 946 Generalization
v 947 Generalization
v 948 Generalization
v 949 Generalization
v 950 Generalization
v 951 Generalization
v 952 Generalization
v 953 Generalization
v 954 Generalization
v 955 Generalization
v 956 Generalization
v 957 Generalization
v 958 Generalization
v 959 Generalization
v 960 Generalization
v 961 Generalization
v 962 Generalization
v 963 Generalization
v 964 Generalization
v 965 Generalization
v 966 Generalization
v 967 Generalization
v 968 Generalization
v 969 Generalization
v 970 Generalization
v 971 Generalization
v 972 Generalization
v 973 Generalization
v 974 Generalization
v 975 Generalization
v 976 Generalization
v 977 Generalization
v 978 Generalization
v 979 Generalization
v 980 Generalization
v 981 Generalization
v 982 Generalization
v 983 Generalization
v 984 Generalization
v 985 Generalization
v 986 Generalization
v 987 Generalization
v 988 Generalization
v 989 Generalization
v 990 Generalization
v 991 Generalization
v 992 Generalization
v 993 Generalization
v 994 Generalization
v 995 Generalization
v 996 Generalization
v 997 Generalization
v 998 Generalization
v 999 Generalization
v 1000 Generalization
v 1001 Generalization
v 1002 Generalization
v 1003 Generalization
v 1004 Generalization
v 1005 Generalization
v 1006 Generalization
v 1007 Generalization
v 1008 Generalization
v 1009 Generalization
v 1010 Generalization
v 1011 Generalization
v 1012 Generalization
v 1013 Generalization
v 1014 Generalization
v 1015 Generalization
v 1016 Generalization
v 1017 Generalization
v 1018 Generalization
v 1019 Generalization
v 1020 Generalization
v 1021 Generalization
v 1022 Generalization
v 1023 Generalization
v 1024 Generalization
v 1025 Generalization
v 1026 Generalization
v 1027 Generalization
v 1028 Generalization
v 1029 Generalization
v 1030 Generalization
v 1031 Generalization
v 1032 Generalization
v 1033 Generalization
v 1034 Generalization
v 1035 Generalization
v 1036 Generalization
v 1037 Generalization
v 1038 Generalization
v 1039 Generalization
v 1040 Generalization
v 1041 Generalization
v 1042 Generalization
v 1043 Generalization
v 1044 Generalization
v 1045 Generalization
v 1046 Generalization
v 1047 Generalization
v 1048 Generalization
v 1049 Generalization
v 1050 Generalization
v 1051 Generalization
v 1052 Generalization
v 1053 Generalization
v 1054 Generalization
v 1055 Generalization
v 1056 Generalization
v 1057 Generalization
v 1058 Generalization
v 1059 Generalization
v 1060 Generalization
v 1061 Generalization
v 1062 Generalization
v 1063 Generalization
v 1064 Generalization
v 1065 Generalization
v 1066 Generalization
v 1067 Generalization
v 1068 Generalization
v 1069 Generalization
v 1070 Generalization
v 1071 Generalization
v 1072 Generalization
v 1073 Generalization
v 1074 Generalization
v 1075 Generalization
v 1076 Generalization
v 1077 Generalization
v 1078 Generalization
v 1079 Generalization
v 1080 Generalization
v 1081 Generalization
v 1082 Generalization
v 1083 Generalization
v 1084 Generalization
v 1085 Generalization
v 1086 Generalization
v 1087 Generalization
v 1088 Generalization
v 1089 Generalization
v 1090 Generalization
v 1091 Generalization
v 1092 Generalization
v 1093 Generalization
v 1094 Generalization
v 1095 Generalization
v 1096 derivation
v 1097 derivation
v 1098 derivation
v 1099 derivation
v 1100 derivation
v 1101 derivation
v 1102 derivation
v 1103 derivation
v 1104 derivation
v 1105 derivation
v 1106 derivation
v 1107 derivation
v 1108 derivation
v 1109 derivation
v 1110 derivation
v 1111 derivation
v 1112 derivation
v 1113 derivation
v 1114 derivation
v 1115 derivation
v 1116 derivation
v 1117 derivation
v 1118 derivation
v 1119 derivation
v 1120 derivation
v 1121 derivation
v 1122 derivation
v 1123 mediation
v 1124 mediation
v 1125 mediation
v 1126 mediation
v 1127 mediation
v 1128 mediation
v 1129 mediation
v 1130 mediation
v 1131 mediation
v 1132 mediation
v 1133 mediation
v 1134 mediation
v 1135 mediation
v 1136 mediation
v 1137 mediation
v 1138 mediation
v 1139 mediation
v 1140 mediation
v 1141 mediation
v 1142 mediation
v 1143 mediation
v 1144 mediation
v 1145 mediation
v 1146 componentOf
v 1147 componentOf
v 1148 componentOf
v 1149 componentOf
v 1150 componentOf
v 1151 componentOf
v 1152 componentOf
v 1153 componentOf
v 1154 material
v 1155 material
v 1156 material
v 1157 material
v 1158 material
v 1159 componentOf
v 1160 componentOf
v 1161 componentOf
v 1162 componentOf
v 1163 componentOf
v 1164 componentOf
v 1165 componentOf
v 1166 componentOf
v 1167 material
v 1168 material
v 1169 material
v 1170 componentOf
v 1171 componentOf
v 1172 componentOf
v 1173 componentOf
v 1174 componentOf
v 1175 componentOf
v 1176 componentOf
v 1177 componentOf
v 1178 componentOf
v 1179 componentOf
v 1180 componentOf
v 1181 material
v 1182 material
v 1183 material
v 1184 material
v 1185 material
v 1186 material
v 1187 material
v 1188 material
v 1189 material
v 1190 material
v 1191 material
v 1192 material
v 1193 material
v 1194 material
v 1195 material
v 1196 componentOf
v 1197 componentOf
v 1198 material
v 1199 material
v 1200 material
v 1201 componentOf
v 1202 componentOf
v 1203 componentOf
v 1204 componentOf
v 1205 componentOf
v 1206 material
v 1207 material
v 1208 material
v 1209 componentOf
v 1210 componentOf
v 1211 memberOf
v 1212 material
v 1213 material
v 1214 material
v 1215 componentOf
v 1216 componentOf
v 1217 componentOf
v 1218 componentOf
v 1219 material
v 1220 material
v 1221 material
v 1222 mediation
v 1223 material
v 1224 mediation
v 1225 mediation
v 1226 material
v 1227 mediation
v 1228 componentOf
v 1229 componentOf
v 1230 mediation
v 1231 mediation
v 1232 mediation
v 1233 material
v 1234 mediation
v 1235 mediation
v 1236 material
v 1237 mediation
v 1238 mediation
v 1239 material
v 1240 mediation
v 1241 mediation
v 1242 mediation
v 1243 mediation
v 1244 material
v 1245 mediation
v 1246 mediation
v 1247 material
v 1248 mediation
v 1249 mediation
v 1250 material
v 1251 mediation
v 1252 mediation
v 1253 material
v 1254 mediation
v 1255 mediation
v 1256 mediation
v 1257 mediation
v 1258 material
v 1259 mediation
v 1260 mediation
v 1261 mediation
v 1262 mediation
v 1263 mediation
v 1264 mediation
v 1265 mediation
v 1266 material
v 1267 mediation
v 1268 mediation
v 1269 material
v 1270 componentOf
v 1271 componentOf
v 1272 componentOf
v 1273 componentOf
v 1274 componentOf
v 1275 componentOf
v 1276 componentOf
v 1277 componentOf
v 1278 componentOf
v 1279 componentOf
v 1280 mediation
v 1281 mediation
v 1282 derivation
v 1283 derivation
v 1284 material
v 1285 mediation
v 1286 material
v 1287 mediation
v 1288 mediation
v 1289 material
v 1290 mediation
v 1291 material
v 1292 mediation
v 1293 mediation
v 1294 mediation
v 1295 mediation
v 1296 mediation
v 1297 mediation
v 1298 mediation
v 1299 mediation
v 1300 componentOf
v 1301 componentOf
v 1302 componentOf
v 1303 componentOf
v 1304 componentOf
v 1305 componentOf
v 1306 componentOf
v 1307 mediation
v 1308 material
v 1309 mediation
v 1310 mediation
v 1311 mediation
v 1312 material
v 1313 mediation
v 1314 mediation
v 1315 mediation
v 1316 material
v 1317 mediation
v 1318 mediation
v 1319 derivation
v 1320 derivation
v 1321 material
v 1322 material
v 1323 material
v 1324 material
v 1325 material
v 1326 mediation
v 1327 material
v 1328 material
v 1329 mediation
v 1330 mediation
v 1331 material
v 1332 material
v 1333 mediation
v 1334 componentOf
v 1335 componentOf
v 1336 componentOf
v 1337 componentOf
v 1338 mediation
v 1339 mediation
v 1340 mediation
v 1341 mediation
v 1342 mediation
v 1343 mediation
v 1344 mediation
v 1345 mediation
v 1346 material
v 1347 material
v 1348 material
v 1349 material
v 1350 mediation
v 1351 mediation
v 1352 mediation
v 1353 mediation
v 1354 mediation
v 1355 mediation
v 1356 material
v 1357 mediation
v 1358 material
